age,income,loan_amount,credit_score,employment_years,num_existing_loans,loan_purpose,property_area,approved
40,136528,196791,786,5,4,home,semi_urban,1
47,58826,493680,503,0,3,personal,rural,0
38,109051,471246,411,23,7,personal,rural,1
24,47867,434939,624,33,7,education,semi_urban,0
21,80231,297021,557,6,6,car,rural,0
21,86262,254465,827,10,4,education,urban,0
46,111356,229589,649,10,7,car,rural,1
40,146340,19026,734,19,2,home,rural,1
43,92233,287566,725,15,7,car,semi_urban,0
30,64678,407460,579,4,1,home,rural,0
31,127561,300625,670,23,6,car,semi_urban,0
61,32963,356324,548,29,7,business,urban,1
61,84360,114384,480,29,3,personal,rural,0
25,69434,257771,377,32,1,business,semi_urban,0
21,86617,63031,635,19,5,personal,semi_urban,1
37,40269,406737,349,21,7,car,semi_urban,0
42,137569,399962,384,20,7,personal,rural,0
54,96312,350271,303,26,4,business,semi_urban,1
61,117352,359398,616,34,7,business,urban,0
49,99732,73232,410,5,7,education,semi_urban,0
24,137658,148084,633,31,4,home,rural,1
25,127648,347368,432,15,0,home,semi_urban,1
31,101494,421673,418,27,3,home,rural,0
41,108905,468788,649,15,4,business,rural,1
55,97225,241503,841,26,2,car,semi_urban,1
32,102867,297104,354,2,5,personal,urban,0
46,57528,92695,660,20,2,car,urban,1
39,144597,135066,752,29,1,education,semi_urban,1
27,98972,143982,629,21,5,home,semi_urban,1
27,85602,269837,518,18,7,home,rural,0
46,116261,120313,507,30,5,car,rural,1
60,110748,414074,384,19,2,education,urban,1
25,143193,33810,544,18,7,home,semi_urban,1
41,146277,25092,634,1,4,personal,semi_urban,0
34,53332,486995,511,26,2,car,urban,0
24,144481,446916,482,7,3,personal,semi_urban,0
43,110937,63105,432,26,1,home,rural,0
62,149529,166577,649,14,6,education,urban,1
40,98929,209300,581,11,5,home,urban,1
35,89206,295699,592,13,7,personal,urban,0
49,111137,76934,568,6,3,car,urban,1
28,22251,77788,496,16,4,education,semi_urban,0
61,65717,344401,836,25,4,business,urban,1
39,119108,285083,319,19,2,home,rural,1
59,47027,410041,704,9,0,home,urban,0
48,117382,489003,414,18,5,personal,semi_urban,0
47,106551,160223,325,17,5,education,urban,1
24,29583,133068,694,29,0,home,rural,0
35,70387,5036,680,29,4,car,semi_urban,0
55,43104,361092,822,24,4,home,rural,0
57,32224,350851,838,23,6,home,rural,0
21,80624,44051,382,9,6,car,semi_urban,1
23,76058,496513,849,1,5,personal,rural,1
44,124320,85738,744,31,6,car,urban,1
47,116372,340740,386,34,6,education,semi_urban,0
60,49299,65071,686,6,7,personal,urban,1
56,98572,135613,697,6,1,car,rural,0
54,105469,78601,585,26,5,personal,rural,1
49,97928,34873,668,9,4,personal,rural,1
44,149518,172720,721,32,7,home,urban,1
44,93474,76468,742,6,4,car,urban,1
62,24141,293614,819,5,6,business,urban,1
24,43350,201201,587,5,1,business,urban,0
23,95082,13328,394,12,6,home,urban,0
54,90871,142405,340,12,6,home,urban,0
43,25077,256519,630,1,3,home,rural,0
43,66015,126173,454,18,3,car,semi_urban,0
25,91147,51638,803,18,1,car,semi_urban,1
51,79180,278412,574,1,1,education,semi_urban,1
61,60857,206675,478,25,3,personal,semi_urban,0
26,121196,118920,436,5,3,car,rural,0
57,79840,377523,479,19,3,personal,semi_urban,0
30,145463,415261,481,22,3,home,urban,1
60,79902,176813,558,14,5,home,semi_urban,0
27,25577,486522,542,5,5,car,rural,0
59,40002,440986,395,27,6,home,urban,0
58,70711,12887,496,34,2,car,semi_urban,0
41,59451,496934,825,10,6,personal,urban,0
40,119811,233978,686,7,1,home,urban,1
23,69103,29918,707,23,0,personal,rural,1
42,48647,302641,568,20,2,car,urban,0
24,54831,360706,470,6,0,home,urban,1
48,138330,197081,469,4,0,education,urban,1
32,120304,279073,458,28,4,personal,rural,0
58,116498,107201,808,15,7,car,urban,0
56,148949,459978,746,5,1,education,rural,1
61,133870,498689,381,13,5,business,urban,0
25,115119,215171,356,1,2,personal,rural,0
33,86830,383710,818,24,6,home,rural,0
43,100632,295690,411,30,1,personal,urban,0
50,56833,214496,347,12,3,car,urban,0
57,132394,173410,675,17,1,personal,urban,1
45,112864,432499,332,16,0,car,rural,0
47,44398,87494,803,27,5,home,urban,1
34,144633,476386,302,11,3,education,urban,1
56,81554,220859,785,34,1,car,urban,1
59,70755,313710,815,21,1,car,urban,1
36,37706,352608,341,0,5,personal,urban,0
42,42340,238853,308,20,0,personal,rural,0
41,84994,133279,441,0,6,car,rural,0
41,83884,86991,735,3,3,car,semi_urban,0
28,104361,359824,326,31,0,car,semi_urban,1
36,37482,295157,342,0,5,car,semi_urban,0
51,74225,57132,430,12,1,business,semi_urban,1
62,78849,260069,515,16,6,education,semi_urban,0
30,94854,485628,819,11,2,home,semi_urban,1
52,61256,490714,644,6,2,car,semi_urban,0
54,129545,164156,807,2,4,education,semi_urban,1
29,128721,374999,712,25,7,education,urban,1
37,101110,157215,545,30,2,education,urban,1
31,133606,96627,748,25,5,home,urban,1
52,34650,127772,320,2,7,home,semi_urban,0
30,66118,412395,707,27,5,car,urban,0
42,48930,234415,756,16,5,car,semi_urban,0
37,105707,456942,743,29,3,home,semi_urban,0
24,149030,146294,564,1,4,personal,rural,1
45,120400,458181,483,7,3,car,urban,1
41,31801,264013,526,13,6,business,semi_urban,0
57,71360,331212,847,34,7,home,semi_urban,1
58,107908,422165,545,10,2,home,urban,1
21,36559,21116,372,14,6,car,semi_urban,0
45,52334,187124,449,1,7,home,rural,0
56,125473,56369,812,31,7,business,urban,1
37,33288,184889,368,12,2,home,rural,0
61,42398,370244,529,16,1,car,rural,0
44,96230,238982,371,14,3,business,semi_urban,0
22,32191,219275,696,32,0,car,rural,1
60,38051,210383,383,15,6,home,semi_urban,0
35,81715,296799,598,12,1,car,semi_urban,0
52,30737,193874,592,21,3,car,rural,0
59,85140,52632,522,22,7,home,urban,0
26,45251,412409,515,9,5,car,urban,0
21,70975,216284,530,16,4,personal,urban,0
43,25147,166848,704,29,6,personal,semi_urban,0
59,70508,441441,468,12,3,home,urban,1
37,72224,196082,628,29,4,home,rural,0
54,39643,218807,725,29,6,home,semi_urban,1
61,58967,201523,495,6,4,education,rural,1
49,118850,184884,825,9,6,car,urban,0
29,123535,478818,376,34,2,personal,urban,0
33,60733,286039,576,1,0,personal,urban,1
26,104003,463998,765,29,6,home,urban,0
26,54808,419425,747,18,7,education,semi_urban,0
40,139222,240892,619,2,3,home,rural,0
23,87288,218408,459,24,0,home,urban,1
37,78959,247718,791,33,4,home,semi_urban,0
32,21849,197879,612,21,2,home,semi_urban,0
21,88178,28086,460,13,6,education,urban,0
37,87136,90637,607,1,0,education,semi_urban,0
23,80740,480243,445,31,1,home,urban,0
46,132255,163279,695,2,4,business,rural,1
35,106322,374478,388,7,1,car,rural,0
56,64565,156969,607,25,5,home,urban,1
52,40183,68083,845,31,0,home,semi_urban,1
52,135306,100028,670,10,0,education,urban,1
24,21132,334101,750,0,0,business,semi_urban,1
38,58259,102551,466,14,5,education,rural,0
39,116612,345650,691,3,7,business,rural,1
63,83668,143355,790,3,3,car,urban,0
55,148355,99024,449,27,4,car,urban,0
60,58563,348625,767,9,4,car,semi_urban,0
34,112227,267399,342,10,6,education,rural,1
53,128835,212627,328,22,6,car,rural,0
34,30931,20487,330,2,6,personal,urban,0
54,147156,24346,427,16,4,home,rural,1
24,93169,302194,593,21,3,car,rural,0
44,149457,275888,740,26,7,car,urban,0
49,70639,422972,687,15,0,education,rural,1
39,142536,66596,823,15,0,home,urban,1
26,123313,219469,846,2,5,car,urban,1
53,78901,423362,409,32,1,car,urban,1
60,120417,386784,627,1,3,education,semi_urban,0
39,21044,322176,704,26,2,personal,rural,0
21,66691,309831,544,14,3,personal,semi_urban,0
25,120735,182175,462,6,5,car,urban,1
47,44363,158048,698,8,7,business,urban,0
36,66694,330007,698,5,1,personal,semi_urban,0
26,21582,398807,792,11,1,home,semi_urban,1
60,99910,11277,538,29,6,home,semi_urban,0
33,86844,329004,764,19,6,car,urban,0
55,41301,138332,331,19,1,car,rural,0
39,94329,245515,422,26,0,personal,rural,1
32,21620,265577,833,19,2,personal,semi_urban,0
36,82224,201955,409,6,1,personal,semi_urban,0
63,76655,291885,570,29,4,home,rural,1
30,115419,386864,679,7,0,education,semi_urban,1
45,57534,304355,599,1,7,home,semi_urban,0
40,140050,245464,548,13,7,home,semi_urban,0
51,123496,263445,820,9,2,education,urban,1
24,59390,439758,333,17,4,home,semi_urban,1
64,91629,274013,527,17,2,education,rural,0
43,75856,491834,698,15,5,education,urban,0
22,69252,354760,519,4,2,personal,rural,1
42,75809,462948,670,30,4,home,semi_urban,0
57,42259,99515,827,19,3,personal,semi_urban,0
28,40655,155494,374,22,2,business,semi_urban,1
27,53005,171685,435,31,3,personal,semi_urban,0
34,51629,193088,373,16,2,personal,rural,0
23,43610,65110,553,12,5,education,semi_urban,1
36,77184,224601,317,12,4,car,rural,0
39,41602,213994,342,16,2,personal,semi_urban,0
38,105945,301177,349,14,1,personal,semi_urban,1
36,31110,312357,814,25,5,education,rural,0
28,26073,265705,602,27,1,personal,urban,1
53,120846,460209,441,29,7,car,semi_urban,1
32,100818,17938,501,34,7,home,urban,0
31,30195,135842,506,21,5,education,rural,0
25,21537,474911,714,9,5,home,semi_urban,0
47,37138,269418,520,10,6,car,rural,0
32,64328,351534,661,32,2,home,rural,1
37,145138,430031,380,5,4,car,urban,0
26,66202,474234,584,6,6,personal,urban,0
53,60164,155033,668,11,4,car,semi_urban,0
25,146545,25044,791,6,0,home,semi_urban,1
48,109743,104372,645,1,4,car,urban,1
34,74659,420191,503,0,3,home,urban,1
25,106155,281850,324,22,2,car,semi_urban,1
53,69692,142046,368,24,1,car,urban,0
61,140198,343608,815,17,4,business,rural,1
39,44845,26213,791,6,1,home,rural,1
42,109846,6950,539,2,0,education,rural,1
25,123435,259043,660,28,2,personal,urban,1
22,50562,221085,740,9,4,business,urban,1
50,48036,277555,330,4,6,home,semi_urban,0
59,80752,395747,621,33,1,car,rural,0
24,94233,485447,643,7,6,home,urban,1
53,103049,444372,835,13,5,car,urban,1
33,128575,329888,654,5,6,home,urban,1
40,88681,153843,770,0,4,personal,semi_urban,0
27,47818,468026,404,32,0,home,semi_urban,0
35,50544,302197,621,10,6,car,urban,1
43,82532,253966,826,23,5,car,semi_urban,1
34,98636,450292,803,9,1,business,semi_urban,0
43,77705,143117,384,22,1,education,semi_urban,0
39,40104,324767,534,15,2,home,semi_urban,0
49,144336,34714,562,15,6,home,rural,1
40,147904,170458,305,30,6,home,semi_urban,0
49,89603,376427,793,5,2,personal,semi_urban,1
44,122499,275706,588,29,1,education,rural,0
38,79025,322192,649,0,5,education,rural,0
30,116264,360439,499,24,7,home,urban,1
61,52317,17026,634,20,6,personal,urban,1
28,51416,111147,516,34,7,education,rural,1
46,62012,36589,652,4,2,business,urban,1
49,125585,113199,624,11,7,education,rural,0
30,88045,364418,527,4,1,car,urban,1
37,41400,293988,444,8,5,car,rural,0
22,68270,421663,607,8,3,home,semi_urban,0
26,92069,357559,584,34,4,personal,rural,1
25,139415,213574,691,0,6,personal,urban,1
48,69833,219340,659,9,3,home,rural,0
61,83644,59708,464,34,3,home,urban,0
25,100206,462141,523,16,4,home,urban,1
38,89468,75825,423,12,1,business,urban,1
46,132899,56574,643,5,7,home,rural,1
40,79473,352692,823,31,1,car,semi_urban,1
61,65809,417028,351,10,2,home,semi_urban,1
47,58328,237409,428,16,0,car,semi_urban,0
32,56784,191381,434,4,1,personal,rural,1
27,43723,69230,426,5,7,personal,semi_urban,0
23,80646,439844,370,9,4,home,semi_urban,0
30,86255,259451,572,32,0,education,semi_urban,1
54,20074,307725,486,29,4,car,rural,0
45,144173,252174,302,20,4,business,urban,0
55,46498,444844,584,16,4,home,urban,0
36,85522,224700,321,26,6,home,urban,0
22,116881,292249,465,2,6,car,urban,1
44,40541,346974,609,28,0,home,semi_urban,0
30,65929,336301,776,1,3,home,semi_urban,0
58,143199,430658,797,28,7,education,rural,1
42,120453,354379,733,33,6,personal,urban,1
46,46028,251514,533,0,5,car,rural,0
63,49545,269491,675,25,4,education,semi_urban,0
59,99569,231094,545,0,7,car,urban,1
47,51673,314794,602,3,6,education,semi_urban,0
49,50974,153182,704,13,2,education,rural,0
58,78899,198242,320,17,1,education,urban,1
40,43097,403139,556,33,5,home,semi_urban,0
47,122511,187873,698,0,7,home,urban,1
61,113144,460987,828,21,1,car,urban,0
40,84824,129926,350,15,1,car,semi_urban,1
64,43525,86147,746,21,0,personal,rural,1
39,77804,315279,569,15,2,car,semi_urban,1
40,35043,24199,561,27,2,home,semi_urban,1
55,61846,407282,664,27,5,home,rural,0
22,97261,368727,348,21,2,home,urban,0
50,122240,188208,817,5,2,personal,rural,1
54,127611,359434,417,24,7,car,semi_urban,0
42,70227,434791,752,1,2,personal,rural,0
23,73028,225868,696,6,5,car,rural,0
26,57383,125787,326,16,3,personal,rural,0
35,49483,444949,671,34,2,business,urban,0
47,27265,119427,396,19,6,education,semi_urban,0
30,42763,153063,828,1,7,personal,semi_urban,0
29,95652,158625,485,6,7,car,semi_urban,0
53,35733,225782,514,31,2,business,semi_urban,0
52,132196,92493,550,18,0,personal,urban,1
26,111038,398850,515,11,0,business,urban,1
61,57420,493633,328,8,6,education,urban,0
56,141480,279915,401,26,2,personal,rural,1
22,128777,130607,422,13,3,car,rural,1
49,29247,251834,353,1,7,home,urban,0
24,43840,416514,582,20,2,car,rural,0
21,85149,84876,416,3,6,personal,urban,1
39,41058,497108,413,20,2,home,semi_urban,0
46,135229,172071,842,21,2,education,urban,1
45,54929,207959,592,1,4,car,rural,0
30,104171,326792,494,16,3,car,semi_urban,0
35,111164,460884,591,18,1,personal,urban,1
42,51362,467590,560,23,6,personal,semi_urban,1
41,106489,465725,506,19,2,education,urban,1
42,104664,248722,348,11,6,home,urban,1
56,67356,342927,305,24,1,car,urban,1
54,97597,49440,678,22,3,car,urban,0
50,147880,36655,693,33,7,car,rural,1
45,26041,48039,523,31,6,home,semi_urban,0
48,98209,322399,322,23,2,car,urban,0
21,147037,77219,409,24,7,car,urban,0
24,81954,191061,698,2,1,education,urban,1
27,81869,278388,471,24,6,car,urban,0
29,41059,99594,605,27,5,car,semi_urban,0
56,119864,325739,450,11,1,home,urban,0
39,64722,175623,727,25,3,business,semi_urban,1
21,37548,199302,766,7,2,car,semi_urban,0
30,35078,371042,366,4,4,home,urban,0
56,25419,295515,455,10,3,car,rural,0
29,55490,467574,505,34,7,personal,urban,0
62,96086,164950,454,26,4,personal,urban,0
52,135158,172229,808,18,2,personal,urban,1
52,78760,10914,373,31,1,home,urban,1
26,50337,219772,348,27,5,education,urban,0
58,21468,294324,766,17,5,personal,urban,0
37,44309,401904,478,9,6,education,rural,0
30,86344,347363,347,31,7,personal,rural,0
47,110283,345760,371,17,3,home,semi_urban,0
55,92255,232561,412,11,3,home,semi_urban,1
41,147006,408132,458,7,7,personal,semi_urban,0
45,101899,192435,329,32,3,education,urban,1
48,48718,100213,396,13,0,home,urban,0
35,114337,425576,550,1,5,car,urban,0
24,128895,42805,818,8,5,personal,semi_urban,1
49,57841,411669,391,4,2,home,urban,1
29,93548,131599,412,33,0,home,urban,0
47,103565,158775,558,18,3,home,urban,1
46,66660,195093,406,6,3,business,urban,0
39,126553,79176,689,16,7,business,urban,1
48,70281,99799,657,25,4,car,urban,1
37,133451,103385,498,26,6,education,urban,1
63,136041,240654,726,27,0,car,urban,0
61,20767,479830,777,19,6,home,urban,0
62,23895,93919,802,5,1,personal,urban,0
40,78026,479288,419,7,6,home,urban,0
60,138142,405626,608,31,5,car,semi_urban,1
59,62968,86462,837,18,2,education,urban,1
43,60097,184340,774,31,1,home,urban,1
52,35332,170320,643,18,1,car,urban,1
53,34621,36159,435,23,7,education,urban,1
25,96870,47039,576,23,2,personal,urban,0
63,38174,237974,832,16,3,home,rural,0
54,144357,52800,330,17,5,home,rural,1
60,119189,307905,546,11,7,education,urban,1
31,60502,99626,710,22,4,business,semi_urban,0
23,56674,484319,326,17,3,home,urban,0
53,57260,123368,372,15,6,business,urban,0
31,62498,179735,396,15,3,personal,semi_urban,0
36,87609,85903,645,22,0,personal,urban,0
38,69464,438628,775,21,7,home,semi_urban,0
50,91805,123998,599,32,1,car,semi_urban,1
30,84919,246324,598,23,1,home,semi_urban,1
38,148564,433583,586,19,5,car,rural,1
58,74469,404029,748,32,6,business,rural,1
39,37194,327038,511,30,7,home,rural,0
56,46811,238229,375,7,1,education,urban,0
33,92377,318588,700,9,7,home,urban,0
23,145737,432485,333,0,4,personal,semi_urban,1
30,63723,66748,797,20,4,home,rural,1
58,120336,46190,815,24,6,home,semi_urban,1
21,95235,45318,627,31,7,car,rural,0
47,131041,173090,397,9,4,personal,urban,0
28,96298,129078,665,8,2,home,urban,1
62,79238,44759,762,19,6,home,urban,0
37,148353,283642,327,19,5,home,semi_urban,0
29,125433,30989,685,6,4,business,rural,0
26,137393,161640,572,10,7,education,urban,1
63,127092,384179,426,20,0,personal,rural,1
45,22147,333721,501,18,0,education,semi_urban,0
59,118919,372375,820,14,3,home,semi_urban,0
48,119251,166171,586,5,3,education,rural,1
53,58445,357044,749,9,5,home,urban,1
57,73803,438855,387,15,6,car,rural,0
29,147253,371823,617,10,3,education,urban,1
38,81108,290626,318,34,3,education,urban,0
41,126170,336356,406,7,0,home,semi_urban,0
22,22013,453477,757,27,3,home,rural,0
63,105617,485533,610,2,7,personal,semi_urban,0
58,102410,297192,711,1,0,personal,semi_urban,0
60,73502,401281,797,13,4,home,rural,0
56,137116,400252,543,28,4,home,urban,1
63,57755,40814,679,2,5,personal,rural,0
57,28733,195766,814,0,2,personal,semi_urban,0
35,29479,415140,506,14,3,business,urban,0
48,95361,396637,693,19,4,home,urban,1
38,41304,65204,320,21,4,car,urban,0
54,55694,37844,826,33,6,home,urban,1
42,144232,253827,642,32,5,education,urban,1
31,125586,250256,501,8,7,home,urban,0
33,101171,349087,419,2,1,home,semi_urban,1
24,134151,26518,688,1,1,home,semi_urban,1
42,106296,415275,836,3,5,education,semi_urban,1
27,29490,28052,533,15,0,car,urban,0
63,41252,261346,619,32,2,education,rural,1
44,125290,74803,479,8,6,personal,urban,1
24,26862,76524,667,17,6,personal,semi_urban,0
48,130463,229582,375,15,5,car,urban,0
35,89959,356716,795,7,7,business,semi_urban,0
21,30450,406896,821,22,1,car,urban,0
23,76022,72021,500,2,2,home,rural,0
34,147898,216321,645,14,4,business,rural,0
58,81991,287187,782,32,5,home,semi_urban,0
21,60927,7419,518,17,0,car,urban,1
58,120377,192964,359,22,2,car,urban,1
58,108090,126831,849,2,1,car,rural,1
41,69853,249688,520,29,4,education,semi_urban,0
49,51826,106799,801,16,5,home,rural,1
25,62879,415356,432,31,6,education,urban,0
30,77265,441700,352,6,3,personal,rural,0
48,92361,199941,749,13,6,home,rural,0
41,128956,181282,361,14,7,car,semi_urban,0
27,97990,324744,322,11,7,home,urban,0
23,109787,383611,343,7,6,personal,semi_urban,0
40,106184,345641,346,15,4,personal,rural,0
39,60736,113611,323,33,1,personal,rural,1
55,44530,142559,388,23,5,home,urban,0
24,98052,327836,473,28,1,home,urban,0
25,67058,67112,418,15,3,home,rural,0
21,126080,429326,477,4,7,home,semi_urban,1
24,94094,244040,641,4,6,car,rural,1
32,94255,283504,358,29,4,business,rural,1
47,24886,447626,737,4,2,car,rural,0
62,146598,238451,727,12,2,business,urban,1
43,113721,226490,725,34,4,home,urban,0
45,138623,350182,680,24,7,business,urban,0
41,57387,471383,785,13,2,home,rural,1
44,41575,270161,484,25,6,business,semi_urban,0
45,132260,353405,759,17,7,home,urban,1
52,128649,196196,401,19,5,business,urban,1
52,59643,252418,314,33,4,home,urban,0
25,30100,226370,350,6,4,car,rural,0
56,80356,449165,608,9,1,car,semi_urban,1
62,27856,194340,333,14,0,car,semi_urban,1
62,58169,71320,504,16,1,education,urban,1
59,48804,491772,369,10,2,business,rural,0
36,149557,240067,529,33,0,education,urban,1
53,55790,217373,779,26,4,personal,semi_urban,0
41,50988,298271,832,20,2,home,urban,0
29,129979,401412,407,30,7,education,urban,0
26,96448,342232,540,3,3,car,urban,0
55,58506,439516,550,16,2,personal,semi_urban,0
59,133430,185786,434,19,0,car,semi_urban,0
42,107904,299065,389,24,0,education,urban,1
61,87306,271890,739,22,4,home,urban,0
25,32305,335679,597,14,5,home,rural,0
62,29969,70350,706,32,3,car,urban,0
43,32404,186417,607,18,4,car,urban,0
37,28989,245678,401,14,3,home,semi_urban,0
32,85305,447436,660,4,3,home,rural,1
43,55983,348275,827,15,4,personal,urban,0
36,130284,27063,592,31,6,home,rural,0
23,59462,122116,445,21,2,personal,urban,0
50,39360,469952,703,31,7,home,urban,1
42,105657,356057,301,12,1,home,urban,1
29,46287,346090,418,25,3,education,semi_urban,0
49,85472,182043,490,16,7,car,urban,0
57,135440,139670,302,4,6,car,semi_urban,1
43,128965,15564,786,32,0,education,urban,1
33,81313,247124,476,26,4,home,urban,1
52,54160,232506,556,4,5,education,rural,0
43,26789,316869,833,6,6,car,semi_urban,0
37,47181,91134,776,17,2,car,urban,0
60,34385,110940,697,30,7,personal,semi_urban,0
41,102597,458156,795,5,6,personal,semi_urban,1
22,85641,67085,519,1,3,car,urban,0
57,64247,22862,472,12,5,personal,semi_urban,1
26,106673,277409,689,10,6,business,urban,0
64,120250,145777,801,25,2,car,semi_urban,1
38,25544,191351,559,20,7,home,rural,0
50,135783,67471,430,1,6,business,urban,0
42,33275,96080,412,19,4,home,urban,0
53,125289,478050,319,16,5,home,urban,0
50,83248,461195,514,15,0,car,rural,0
37,54550,322972,609,4,3,personal,semi_urban,0
63,73693,496422,550,13,7,business,urban,0
52,148924,384028,787,23,3,education,semi_urban,1
62,39641,113007,681,3,5,business,urban,0
34,91749,51104,708,23,2,home,semi_urban,1
30,144877,45934,570,8,4,home,semi_urban,1
56,100021,259606,706,2,6,education,rural,1
54,35605,381564,493,8,7,business,urban,0
29,123173,11050,740,17,6,car,semi_urban,1
62,70713,180024,612,18,1,home,semi_urban,0
48,40390,484786,378,23,3,home,rural,0
31,95403,275628,479,3,6,home,semi_urban,1
34,78466,329792,313,8,0,car,semi_urban,1
59,23981,327089,545,32,3,home,urban,0
39,29493,189750,313,0,3,business,semi_urban,0
35,91218,36323,398,34,1,car,rural,1
48,91318,91332,332,9,1,education,rural,1
44,135631,361749,735,11,4,home,semi_urban,1
28,139238,485579,556,17,6,home,urban,0
63,115335,260540,333,13,6,education,rural,0
29,127441,259547,318,9,3,personal,urban,0
53,36984,433577,559,9,3,car,urban,0
53,145580,277459,715,17,2,personal,semi_urban,1
39,131316,315112,436,23,2,personal,urban,1
23,42760,162591,658,0,6,home,rural,0
30,111529,276251,415,29,7,home,semi_urban,0
60,21524,60781,703,14,5,education,semi_urban,0
62,138454,271013,501,7,5,car,semi_urban,1
21,69402,348127,675,34,0,home,rural,1
49,111656,425586,549,17,6,car,semi_urban,1
54,85614,460911,745,15,6,car,urban,1
33,55891,458638,577,20,6,business,rural,1
21,111009,12971,411,14,0,home,urban,1
54,59832,363949,772,4,2,home,urban,0
49,65836,259927,691,6,5,car,semi_urban,1
33,93953,292795,442,6,6,education,urban,0
49,33362,324118,331,26,0,education,rural,0
59,86745,499509,480,24,3,business,semi_urban,1
44,57921,28446,815,21,7,personal,rural,1
46,90434,262419,568,12,5,education,urban,0
37,147717,174180,535,16,1,home,rural,1
27,38562,473395,576,12,5,car,urban,0
33,84510,8823,574,25,3,education,urban,1
25,96407,149526,385,8,2,personal,urban,0
46,27610,140004,362,4,4,business,semi_urban,0
23,129381,408436,703,32,4,education,urban,1
27,112918,210162,491,3,2,car,semi_urban,1
59,35791,72965,592,27,7,home,urban,1
21,78047,426424,330,25,3,home,urban,0
37,120848,471196,629,3,0,home,semi_urban,0
63,123826,277654,406,15,5,home,urban,1
45,87906,442261,575,21,5,car,rural,0
23,39665,146609,381,34,0,car,semi_urban,0
35,90246,470899,363,24,4,education,rural,0
49,85864,110935,428,7,6,car,urban,1
63,66451,336278,555,16,6,education,rural,0
52,123883,238705,530,17,2,car,semi_urban,1
46,106148,339398,796,11,6,home,rural,0
36,65890,258978,436,32,2,business,urban,1
45,26794,149854,754,22,6,home,semi_urban,1
48,52888,381924,654,11,1,business,rural,0
29,26749,392688,784,10,4,car,urban,0
21,66531,332731,445,12,7,car,semi_urban,1
49,135652,349382,332,34,2,home,rural,1
42,40608,342864,559,26,1,home,semi_urban,0
36,100986,83004,386,24,0,car,urban,1
61,89211,27072,564,2,4,personal,semi_urban,1
64,140382,86015,841,24,4,home,urban,1
61,103996,230075,691,9,2,education,rural,1
27,76017,225010,531,16,2,home,urban,1
34,123947,77746,746,2,3,car,urban,1
49,77676,181774,428,21,6,business,urban,0
39,31560,369404,570,13,0,personal,semi_urban,1
39,74401,404273,388,26,0,car,rural,0
22,70468,133259,765,19,5,home,urban,0
61,135884,35916,469,17,1,home,urban,1
35,52463,32268,427,12,7,business,urban,1
23,51663,180050,473,5,1,home,rural,0
31,133687,248966,325,9,3,personal,semi_urban,0
50,88706,28259,810,28,5,car,urban,1
60,78773,451799,787,5,0,business,semi_urban,1
38,53123,84400,705,10,6,car,urban,0
22,114346,301437,325,24,6,car,semi_urban,1
52,29718,116581,382,29,7,education,urban,0
28,146777,12043,663,19,6,business,rural,1
42,82637,186502,666,15,6,business,rural,1
26,20028,112009,359,30,1,personal,rural,1
32,82370,306037,591,28,0,personal,semi_urban,1
60,67599,438858,490,5,6,education,semi_urban,0
56,37397,214137,760,28,0,personal,urban,1
35,129198,166940,532,31,5,personal,semi_urban,1
48,127323,293453,773,8,1,car,semi_urban,1
38,65406,290428,704,22,2,education,rural,1
22,67657,393945,570,15,2,car,urban,0
33,87560,118259,433,17,5,education,rural,0
35,143178,105804,470,18,1,personal,semi_urban,0
40,124143,74000,714,1,7,car,urban,1
49,144745,89179,327,9,3,home,semi_urban,0
62,146896,460323,435,11,4,car,rural,1
49,33503,332193,704,17,5,home,rural,0
23,74943,296409,804,18,0,car,semi_urban,1
39,95839,479706,540,26,5,business,urban,0
23,102674,265226,743,13,4,education,rural,0
34,45345,28880,733,33,7,personal,semi_urban,0
60,138423,351723,527,1,5,home,urban,1
24,70390,398471,808,32,1,business,urban,1
31,115041,399718,602,18,0,education,urban,0
51,79557,206264,333,26,4,home,urban,0
63,85054,332568,301,29,6,education,rural,0
52,21906,474054,661,6,2,business,urban,1
47,60167,338110,494,26,3,home,urban,0
50,27961,177438,607,20,5,education,urban,0
63,46140,425641,549,6,5,business,semi_urban,0
22,144098,450544,446,24,4,home,urban,0
29,139289,250352,645,17,3,education,urban,1
48,78701,72396,647,32,5,car,urban,0
51,97567,338838,553,32,7,car,semi_urban,0
54,100664,404022,698,31,2,education,urban,1
35,101199,484490,633,24,4,home,semi_urban,1
45,149856,284250,475,13,1,personal,urban,1
56,119764,61731,424,3,0,home,urban,0
28,101218,80010,697,17,2,car,urban,1
29,142357,480749,430,9,3,car,urban,0
57,100729,254091,706,34,3,car,urban,1
59,48561,299743,633,34,2,car,urban,0
52,70568,76326,319,22,6,personal,urban,0
37,129349,253876,504,24,1,business,semi_urban,1
55,93302,342850,654,0,5,personal,urban,1
57,115380,14004,472,17,1,car,rural,1
39,114968,120018,488,14,5,personal,rural,0
64,49504,449580,301,24,5,business,rural,1
49,136116,30792,467,31,3,car,urban,0
27,57146,493968,667,19,5,home,rural,1
48,60297,463128,835,16,2,home,urban,0
29,106394,59645,669,10,6,car,urban,1
48,147173,12232,736,12,5,business,urban,1
26,145942,476426,506,24,2,education,rural,1
49,88607,59766,348,19,0,education,urban,1
37,36939,125601,843,24,3,home,rural,1
36,110467,86588,428,30,7,home,urban,1
43,70715,184614,746,0,1,car,rural,1
