ticket_id,summary,description,priority,assigned_queue
INC11078,Help needed - Database backup job failed last night,Nightly full backup of PROD_DB01 failed with error ORA-19502 write error on backup piece. Disk space on backup mount is sufficient.,Medium,Database Team
INC11985,URGENT: MongoDB collection queries extremely slow - please help,Need a read-only database user created for the new reporting dashboard. Should have SELECT access to sales and inventory schemas.,Medium,Database Team
INC14364,Request: Service account locked out repeatedly - affecting multiple users,Service account SVC_APP_BATCH gets locked out every night at 2 AM. Suspect a scheduled task with old credentials somewhere.,Critical,Security Team
INC13963,Help needed - Need new VM provisioned for QA environment,"Need 3 new VMs provisioned for the QA environment. Specs: 8 vCPU, 32 GB RAM, 500 GB SSD each. CentOS 8 with standard hardening.",Low,Infrastructure Team
INC10771,Cannot access internal network remotely - high priority,DNS queries for internal domains are returning NXDOMAIN. External DNS works fine. Issue started after the DNS migration.,Medium,Network Team
INC12166,Application crashing on login page - affecting multiple users,Users getting NullPointerException on the login page after clicking submit. Stack trace points to AuthenticationService.validateUser method.,Low,Application Team
INC10674,Request: Load balancer not distributing traffic - please help,Cannot access partner VPN site-to-site tunnel. Was working until the firewall firmware update yesterday.,Low,Network Team
INC10250,VPN timeout during file transfer - please help,Load balancer health checks are passing but traffic is only going to one backend server instead of round-robin.,High,Network Team
INC11575,URGENT: Deadlock occurring in order processing table,Order processing module hitting deadlocks during peak hours. Transactions are rolling back and users are getting errors.,High,Database Team
INC13420,Request: Linux server kernel panic after update - affecting multiple users,Linux server crashed with kernel panic after applying the latest kernel update. Need to boot from previous kernel version.,Low,Infrastructure Team
INC12082,Request: File upload not working for large files,Users cannot upload files larger than 10 MB. Getting request entity too large error. Need to increase the upload limit to 50 MB.,Low,Application Team
INC11824,Database CPU usage at 98 percent,Audit log table has grown to 500 GB. Need to archive records older than 90 days and implement partition pruning.,High,Database Team
INC10717,Help needed - Cannot reach servers on subnet 10.0.2.x - affecting multiple users,Network team needs to configure VLAN tagging for the new development environment setup.,High,Network Team
INC14669,Access revocation for terminated employee,"Employee John Smith in Finance department terminated today. Need immediate revocation of all system access including VPN, email, AD, and application accounts.",Low,Security Team
INC12049,Issue: Memory leak in payment microservice,Payment microservice heap usage growing steadily and reaching OOM after 6 hours. Thread dump shows connection objects not being released.,Medium,Application Team
INC14179,URGENT: Compliance audit finding needs remediation,SOC2 audit finding: privileged access reviews not completed for Q3. Need to run access certification for all admin accounts.,High,Security Team
INC12725,Request: API response time degraded after release - high priority,Average API response time increased from 200ms to 2.5 seconds after the Friday release. Rollback is being considered.,High,Application Team
INC14522,Help needed - Unauthorized access attempt on admin portal,Admin portal logs show successful login from an IP in a foreign country for a user who is on-site. Possible credential compromise.,Low,Security Team
INC11461,Request: Need database user created for new application - please help,Data migration from Oracle to PostgreSQL failing at row 2.3 million due to character encoding mismatch in customer_notes column.,Critical,Database Team
INC11669,Cannot connect to PostgreSQL instance,MongoDB aggregate queries on the events collection are timing out. Collection has 50 million documents without proper indexes.,Critical,Database Team
INC12757,File upload not working for large files - high priority,Users cannot upload files larger than 10 MB. Getting request entity too large error. Need to increase the upload limit to 50 MB.,Low,Application Team
INC12001,Request: Application crashing on login page - please help,Users getting NullPointerException on the login page after clicking submit. Stack trace points to AuthenticationService.validateUser method.,Medium,Application Team
INC10405,Request: Proxy server authentication failing,Network monitoring tool showing high bandwidth usage from unknown source IP on the production subnet.,Medium,Network Team
INC10385,URGENT: VPN timeout during file transfer,Load balancer health checks are passing but traffic is only going to one backend server instead of round-robin.,Medium,Network Team
INC14536,Security certificate renewal for API gateway - affecting multiple users,API gateway TLS certificate shows SHA-1 signature which is deprecated. Need to reissue with SHA-256 and deploy before audit next month.,Medium,Security Team
INC12153,Help needed - New feature deployment failed in staging,Jenkins pipeline for staging deployment failing at the integration test stage. Tests are timing out connecting to mock services.,Critical,Application Team
INC11634,Request: Oracle tablespace running out of space,USERS tablespace is at 97 percent capacity. Auto-extend is disabled per policy. Need DBA to add additional datafile.,Low,Database Team
INC14587,URGENT: Need access to production database - high priority,Developer needs read access to production CUSTOMER_DB for debugging a data issue. Manager approval attached. Need temporary 24-hour access.,Critical,Security Team
INC13926,Server clock drift causing auth failures - please help,NTP synchronization failing on 5 servers. Clock drift of 30 seconds causing Kerberos authentication failures.,Critical,Infrastructure Team
INC14159,Access revocation for terminated employee,"Employee John Smith in Finance department terminated today. Need immediate revocation of all system access including VPN, email, AD, and application accounts.",High,Security Team
INC10224,Request: Load balancer not distributing traffic,Cannot access partner VPN site-to-site tunnel. Was working until the firewall firmware update yesterday.,Critical,Network Team
INC12194,Issue: REST API returning 403 for valid tokens,REST API returning 403 Forbidden for users with valid JWT tokens. Token expiry and claims look correct. Suspect role mapping issue.,Medium,Application Team
INC13137,Issue: Server not responding to ping - high priority,Server DB-PROD-02 is not responding to ICMP or SSH. Console access shows kernel panic. Last known change was a kernel security patch.,High,Infrastructure Team
INC11825,Issue: Audit log table growing too large - affecting multiple users,Need to create new schema with 15 tables for project Phoenix. ER diagram and DDL scripts are ready for review.,High,Database Team
INC14601,Suspicious login attempts detected - high priority,Multiple failed login attempts from IP 185.220.101.xx detected on the admin portal. 500 attempts in last 1 hour. Appears to be brute force attack.,Critical,Security Team
INC10798,Request: Network connectivity issue in office - please help,Multiple users on floor 3 reporting slow speeds and intermittent drops. Started after the switch upgrade last weekend.,Medium,Network Team
INC12872,Request: Error 500 on checkout page - high priority,Checkout page returning HTTP 500 when users apply discount codes. Started after the v2.3.1 hotfix deployment yesterday.,Critical,Application Team
INC10010,VPN timeout during file transfer,Load balancer health checks are passing but traffic is only going to one backend server instead of round-robin.,High,Network Team
INC11945,URGENT: Audit log table growing too large,Need to create new schema with 15 tables for project Phoenix. ER diagram and DDL scripts are ready for review.,Low,Database Team
INC11839,Request: Database CPU usage at 98 percent - affecting multiple users,Audit log table has grown to 500 GB. Need to archive records older than 90 days and implement partition pruning.,Low,Database Team
INC10256,VPN connection dropping frequently,Getting disconnected from VPN every 10 minutes. Using Cisco AnyConnect client version 4.9. Error message: connection attempt has failed.,Medium,Network Team
INC14509,Issue: Compliance audit finding needs remediation - please help,SOC2 audit finding: privileged access reviews not completed for Q3. Need to run access certification for all admin accounts.,High,Security Team
INC11582,Request: Data migration script failing midway - affecting multiple users,After the table partition operation the clustered index on orders table is fragmented at 89 percent. Needs online rebuild.,Low,Database Team
INC12957,Search functionality returning wrong results - please help,Search functionality returning results from archived records that should be excluded. Elasticsearch index needs filter update.,High,Application Team
INC10925,URGENT: VPN timeout during file transfer,Load balancer health checks are passing but traffic is only going to one backend server instead of round-robin.,Medium,Network Team
INC14430,Request: Data encryption requirement for new project - affecting multiple users,New healthcare project requires AES-256 encryption for data at rest and TLS 1.3 for data in transit. Need security architecture review.,Critical,Security Team
INC12509,URGENT: REST API returning 403 for valid tokens,REST API returning 403 Forbidden for users with valid JWT tokens. Token expiry and claims look correct. Suspect role mapping issue.,Medium,Application Team
INC13776,URGENT: Server clock drift causing auth failures,NTP synchronization failing on 5 servers. Clock drift of 30 seconds causing Kerberos authentication failures.,High,Infrastructure Team
INC14137,Help needed - Need access to production database,Developer needs read access to production CUSTOMER_DB for debugging a data issue. Manager approval attached. Need temporary 24-hour access.,Medium,Security Team
INC12780,Issue: Application logs filling up disk space,Application logs are not being rotated. Log directory has grown to 200 GB. Need to configure logback rolling policy.,Medium,Application Team
INC10540,Proxy server authentication failing - affecting multiple users,Network monitoring tool showing high bandwidth usage from unknown source IP on the production subnet.,Low,Network Team
INC12746,URGENT: PDF report generation throwing exception,PDF report generation throwing OutOfMemoryError for reports with more than 1000 rows. Need to implement streaming PDF generation.,Medium,Application Team
INC14499,URGENT: Service account locked out repeatedly,Service account SVC_APP_BATCH gets locked out every night at 2 AM. Suspect a scheduled task with old credentials somewhere.,Medium,Security Team
INC14572,Issue: Need access to production database - high priority,Developer needs read access to production CUSTOMER_DB for debugging a data issue. Manager approval attached. Need temporary 24-hour access.,Critical,Security Team
INC11146,Need database user created for new application - affecting multiple users,Data migration from Oracle to PostgreSQL failing at row 2.3 million due to character encoding mismatch in customer_notes column.,Medium,Database Team
INC10668,DNS resolution failure,LAN connectivity drops for 2-3 minutes every hour. Affects all users connected to switch SW-FL3-01.,Low,Network Team
INC13020,Kubernetes pod in CrashLoopBackOff,Kubernetes pod for the inventory-service is in CrashLoopBackOff. Container logs show missing config map reference.,Medium,Infrastructure Team
INC10358,Port blocked for new application deployment - please help,Internet speed test showing 5 Mbps on a 100 Mbps connection. Only affecting wired connections.,Critical,Network Team
INC12832,File upload not working for large files - please help,Users cannot upload files larger than 10 MB. Getting request entity too large error. Need to increase the upload limit to 50 MB.,Critical,Application Team
INC12784,Memory leak in payment microservice,Payment microservice heap usage growing steadily and reaching OOM after 6 hours. Thread dump shows connection objects not being released.,Low,Application Team
INC11354,URGENT: Cannot connect to PostgreSQL instance - please help,MongoDB aggregate queries on the events collection are timing out. Collection has 50 million documents without proper indexes.,Medium,Database Team
INC10471,Request: Cannot access internal network remotely - please help,DNS queries for internal domains are returning NXDOMAIN. External DNS works fine. Issue started after the DNS migration.,Medium,Network Team
INC12704,Request: REST API returning 403 for valid tokens,REST API returning 403 Forbidden for users with valid JWT tokens. Token expiry and claims look correct. Suspect role mapping issue.,Critical,Application Team
INC13331,Request: Production server disk space critical - please help,Production web server APP-WEB-01 has only 2 GB free on root partition. Application logs and temp files consuming most space.,High,Infrastructure Team
INC13638,Help needed - Docker container failing health checks,Docker container for the auth-service failing health check endpoint. Container starts but the health check URL returns 503.,Medium,Infrastructure Team
INC11397,Request: Database replication lag is increasing,Stored procedure sp_calculate_commission is returning negative values for some sales reps. Logic seems incorrect after the last update.,High,Database Team
INC13585,Linux server kernel panic after update,Linux server crashed with kernel panic after applying the latest kernel update. Need to boot from previous kernel version.,High,Infrastructure Team
INC14487,Need firewall rule for new vendor access,New vendor TechPartner Inc needs site-to-site VPN access to our staging environment. Access request form and security review completed.,High,Security Team
INC13377,Server not responding to ping,Server DB-PROD-02 is not responding to ICMP or SSH. Console access shows kernel panic. Last known change was a kernel security patch.,Medium,Infrastructure Team
INC11257,Issue: Slow SQL query on reports module - affecting multiple users,The monthly sales report query is taking over 45 minutes to complete. It was running in 2 minutes last month. No schema changes were made.,Medium,Database Team
INC13513,Issue: Need new VM provisioned for QA environment - affecting multiple users,"Need 3 new VMs provisioned for the QA environment. Specs: 8 vCPU, 32 GB RAM, 500 GB SSD each. CentOS 8 with standard hardening.",Medium,Infrastructure Team
INC11251,Issue: Need database user created for new application,Data migration from Oracle to PostgreSQL failing at row 2.3 million due to character encoding mismatch in customer_notes column.,High,Database Team
INC14808,Need VPN access for contractor - affecting multiple users,Need VPN client access provisioned for 5 contractors starting next Monday. Duration 6 months. Security clearance verification completed.,High,Security Team
INC14299,Issue: Compliance audit finding needs remediation - please help,SOC2 audit finding: privileged access reviews not completed for Q3. Need to run access certification for all admin accounts.,Medium,Security Team
INC13285,Request: Linux server kernel panic after update - affecting multiple users,Linux server crashed with kernel panic after applying the latest kernel update. Need to boot from previous kernel version.,Low,Infrastructure Team
INC12934,URGENT: Memory leak in payment microservice - high priority,Payment microservice heap usage growing steadily and reaching OOM after 6 hours. Thread dump shows connection objects not being released.,Critical,Application Team
INC14176,Issue: Security certificate renewal for API gateway - high priority,API gateway TLS certificate shows SHA-1 signature which is deprecated. Need to reissue with SHA-256 and deploy before audit next month.,Medium,Security Team
INC11853,URGENT: Index rebuild needed on customer table,Database server CPU is pegged at 98 percent. Top query analysis shows a full table scan on the transactions table running every 5 seconds.,High,Database Team
INC14870,Malware detected on workstation,Antivirus detected trojan on workstation WS-FIN-042. Machine has been isolated from network. Need forensic analysis and remediation.,High,Security Team
INC12106,URGENT: Application crashing on login page - high priority,Users getting NullPointerException on the login page after clicking submit. Stack trace points to AuthenticationService.validateUser method.,Medium,Application Team
INC10134,Help needed - Load balancer not distributing traffic,Cannot access partner VPN site-to-site tunnel. Was working until the firewall firmware update yesterday.,High,Network Team
INC10929,Load balancer not distributing traffic - affecting multiple users,Cannot access partner VPN site-to-site tunnel. Was working until the firewall firmware update yesterday.,Medium,Network Team
INC10824,Request: Load balancer not distributing traffic - please help,Cannot access partner VPN site-to-site tunnel. Was working until the firewall firmware update yesterday.,High,Network Team
INC14544,URGENT: Service account locked out repeatedly - high priority,Service account SVC_APP_BATCH gets locked out every night at 2 AM. Suspect a scheduled task with old credentials somewhere.,Low,Security Team
INC11532,URGENT: Database replication lag is increasing - affecting multiple users,Stored procedure sp_calculate_commission is returning negative values for some sales reps. Logic seems incorrect after the last update.,High,Database Team
INC11215,Deadlock occurring in order processing table,Order processing module hitting deadlocks during peak hours. Transactions are rolling back and users are getting errors.,High,Database Team
INC10505,Request: VPN timeout during file transfer - high priority,Load balancer health checks are passing but traffic is only going to one backend server instead of round-robin.,Medium,Network Team
INC14286,URGENT: Suspicious login attempts detected - please help,Multiple failed login attempts from IP 185.220.101.xx detected on the admin portal. 500 attempts in last 1 hour. Appears to be brute force attack.,High,Security Team
INC11997,Issue: Database replication lag is increasing,Stored procedure sp_calculate_commission is returning negative values for some sales reps. Logic seems incorrect after the last update.,High,Database Team
INC13073,Request: Need to increase CPU on app server - please help,Application server needs CPU upgrade from 4 to 8 cores. Performance tests show CPU bottleneck during batch processing.,Medium,Infrastructure Team
INC11959,Help needed - Database CPU usage at 98 percent - high priority,Audit log table has grown to 500 GB. Need to archive records older than 90 days and implement partition pruning.,Medium,Database Team
INC11385,Issue: MongoDB collection queries extremely slow - please help,Need a read-only database user created for the new reporting dashboard. Should have SELECT access to sales and inventory schemas.,Medium,Database Team
INC10895,Help needed - VPN timeout during file transfer - affecting multiple users,Load balancer health checks are passing but traffic is only going to one backend server instead of round-robin.,Low,Network Team
INC10456,Help needed - Cannot access internal network remotely,DNS queries for internal domains are returning NXDOMAIN. External DNS works fine. Issue started after the DNS migration.,Medium,Network Team
INC14880,Data encryption requirement for new project - affecting multiple users,New healthcare project requires AES-256 encryption for data at rest and TLS 1.3 for data in transit. Need security architecture review.,High,Security Team
INC13710,Kubernetes pod in CrashLoopBackOff - please help,Kubernetes pod for the inventory-service is in CrashLoopBackOff. Container logs show missing config map reference.,Critical,Infrastructure Team
INC14619,Service account locked out repeatedly,Service account SVC_APP_BATCH gets locked out every night at 2 AM. Suspect a scheduled task with old credentials somewhere.,Medium,Security Team
INC14269,Compliance audit finding needs remediation - affecting multiple users,SOC2 audit finding: privileged access reviews not completed for Q3. Need to run access certification for all admin accounts.,Medium,Security Team
INC13523,Need to increase CPU on app server,Application server needs CPU upgrade from 4 to 8 cores. Performance tests show CPU bottleneck during batch processing.,High,Infrastructure Team
INC14135,Malware detected on workstation,Antivirus detected trojan on workstation WS-FIN-042. Machine has been isolated from network. Need forensic analysis and remediation.,Medium,Security Team
INC13603,Help needed - Need new VM provisioned for QA environment,"Need 3 new VMs provisioned for the QA environment. Specs: 8 vCPU, 32 GB RAM, 500 GB SSD each. CentOS 8 with standard hardening.",Medium,Infrastructure Team
INC10714,Help needed - Network latency to cloud services,Need port 5672 opened on firewall for RabbitMQ communication between app server and message broker.,Medium,Network Team
INC14187,Need firewall rule for new vendor access,New vendor TechPartner Inc needs site-to-site VPN access to our staging environment. Access request form and security review completed.,Medium,Security Team
INC12215,API response time degraded after release,Average API response time increased from 200ms to 2.5 seconds after the Friday release. Rollback is being considered.,Low,Application Team
INC12924,Issue: Batch job stuck in running state,Nightly batch job for invoice generation has been in running state for 12 hours. Normally completes in 2 hours. No errors in logs.,Low,Application Team
INC11811,Database connection timeout on production,Production application getting JDBC connection timeout after 30 seconds. Connection pool exhausted. Database server shows high number of active sessions.,Low,Database Team
INC13487,Scheduled server patching this weekend,"Monthly security patching scheduled for Saturday 2 AM. Total 45 servers across dev, staging, and production environments.",Low,Infrastructure Team
INC13142,Scheduled server patching this weekend,"Monthly security patching scheduled for Saturday 2 AM. Total 45 servers across dev, staging, and production environments.",Medium,Infrastructure Team
INC11828,Database backup job failed last night,Nightly full backup of PROD_DB01 failed with error ORA-19502 write error on backup piece. Disk space on backup mount is sufficient.,High,Database Team
INC11156,Need new database schema for project X,Replication lag between primary and secondary MySQL instances has grown to 4 hours. Binary log position shows significant gap.,High,Database Team
INC11325,Help needed - MongoDB collection queries extremely slow - high priority,Need a read-only database user created for the new reporting dashboard. Should have SELECT access to sales and inventory schemas.,Critical,Database Team
INC14313,Request: Need VPN access for contractor,Need VPN client access provisioned for 5 contractors starting next Monday. Duration 6 months. Security clearance verification completed.,Low,Security Team
INC10511,URGENT: VPN connection dropping frequently - high priority,Getting disconnected from VPN every 10 minutes. Using Cisco AnyConnect client version 4.9. Error message: connection attempt has failed.,Medium,Network Team
INC11681,Need new database schema for project X,Replication lag between primary and secondary MySQL instances has grown to 4 hours. Binary log position shows significant gap.,Low,Database Team
INC10500,WiFi not working in conference room - please help,Firewall rule is blocking outbound traffic on port 8443 which is needed for the new monitoring tool deployment.,Low,Network Team
INC14537,Issue: Unauthorized access attempt on admin portal - please help,Admin portal logs show successful login from an IP in a foreign country for a user who is on-site. Possible credential compromise.,Medium,Security Team
INC11857,Slow SQL query on reports module - affecting multiple users,The monthly sales report query is taking over 45 minutes to complete. It was running in 2 minutes last month. No schema changes were made.,High,Database Team
INC11389,Database CPU usage at 98 percent,Audit log table has grown to 500 GB. Need to archive records older than 90 days and implement partition pruning.,High,Database Team
INC13720,Request: Linux server kernel panic after update - please help,Linux server crashed with kernel panic after applying the latest kernel update. Need to boot from previous kernel version.,Medium,Infrastructure Team
INC12387,Help needed - Search functionality returning wrong results - affecting multiple users,Search functionality returning results from archived records that should be excluded. Elasticsearch index needs filter update.,Medium,Application Team
INC13237,Request: Backup storage SAN showing disk errors,SAN storage array showing predictive disk failure alerts on 3 drives in RAID group for backup volume.,Low,Infrastructure Team
INC11541,Database connection timeout on production,Production application getting JDBC connection timeout after 30 seconds. Connection pool exhausted. Database server shows high number of active sessions.,High,Database Team
INC11218,Help needed - Stored procedure returning incorrect results - please help,Application unable to connect to PostgreSQL 14 instance on port 5432. pg_isready shows the server is running. Suspect pg_hba.conf issue.,Critical,Database Team
INC12682,Issue: File upload not working for large files - affecting multiple users,Users cannot upload files larger than 10 MB. Getting request entity too large error. Need to increase the upload limit to 50 MB.,Medium,Application Team
INC12994,Memory leak in payment microservice,Payment microservice heap usage growing steadily and reaching OOM after 6 hours. Thread dump shows connection objects not being released.,Low,Application Team
INC11192,Help needed - Data migration script failing midway - please help,After the table partition operation the clustered index on orders table is fragmented at 89 percent. Needs online rebuild.,Low,Database Team
INC11543,URGENT: Database backup job failed last night,Nightly full backup of PROD_DB01 failed with error ORA-19502 write error on backup piece. Disk space on backup mount is sufficient.,Low,Database Team
INC13302,Request: Server not responding to ping,Server DB-PROD-02 is not responding to ICMP or SSH. Console access shows kernel panic. Last known change was a kernel security patch.,Critical,Infrastructure Team
INC13325,URGENT: Auto-scaling not triggering during peak load,Auto-scaling group not launching new instances during peak hours despite CPU exceeding 80 percent threshold for 10 minutes.,Critical,Infrastructure Team
INC12540,Issue: Application logs filling up disk space,Application logs are not being rotated. Log directory has grown to 200 GB. Need to configure logback rolling policy.,Low,Application Team
INC10954,Issue: Network latency to cloud services - high priority,Need port 5672 opened on firewall for RabbitMQ communication between app server and message broker.,Medium,Network Team
INC14331,Suspicious login attempts detected,Multiple failed login attempts from IP 185.220.101.xx detected on the admin portal. 500 attempts in last 1 hour. Appears to be brute force attack.,Low,Security Team
INC10733,Issue: Port blocked for new application deployment - please help,Internet speed test showing 5 Mbps on a 100 Mbps connection. Only affecting wired connections.,High,Network Team
INC11157,Request: Database replication lag is increasing - high priority,Stored procedure sp_calculate_commission is returning negative values for some sales reps. Logic seems incorrect after the last update.,High,Database Team
INC13295,Auto-scaling not triggering during peak load - affecting multiple users,Auto-scaling group not launching new instances during peak hours despite CPU exceeding 80 percent threshold for 10 minutes.,Medium,Infrastructure Team
INC12983,Help needed - Session timeout too short for users,Users are being logged out after 5 minutes of inactivity. Business requirement is 30 minutes. Session configuration needs update.,Low,Application Team
INC12157,Request: File upload not working for large files - high priority,Users cannot upload files larger than 10 MB. Getting request entity too large error. Need to increase the upload limit to 50 MB.,High,Application Team
INC11063,Issue: Database backup job failed last night,Nightly full backup of PROD_DB01 failed with error ORA-19502 write error on backup piece. Disk space on backup mount is sufficient.,Critical,Database Team
INC12617,Request: Error 500 on checkout page - high priority,Checkout page returning HTTP 500 when users apply discount codes. Started after the v2.3.1 hotfix deployment yesterday.,Medium,Application Team
INC11168,Database backup job failed last night - affecting multiple users,Nightly full backup of PROD_DB01 failed with error ORA-19502 write error on backup piece. Disk space on backup mount is sufficient.,Critical,Database Team
INC13223,URGENT: Need to increase CPU on app server,Application server needs CPU upgrade from 4 to 8 cores. Performance tests show CPU bottleneck during batch processing.,Medium,Infrastructure Team
INC13637,Help needed - Scheduled server patching this weekend - please help,"Monthly security patching scheduled for Saturday 2 AM. Total 45 servers across dev, staging, and production environments.",Low,Infrastructure Team
INC12939,Request: Batch job stuck in running state - affecting multiple users,Nightly batch job for invoice generation has been in running state for 12 hours. Normally completes in 2 hours. No errors in logs.,High,Application Team
INC14492,Issue: Unauthorized access attempt on admin portal - high priority,Admin portal logs show successful login from an IP in a foreign country for a user who is on-site. Possible credential compromise.,Medium,Security Team
INC13141,Jenkins build server out of memory - please help,"Jenkins master server running out of heap memory during parallel builds. Currently allocated 4 GB, recommend increasing to 8 GB.",Critical,Infrastructure Team
INC10144,Network latency to cloud services - please help,Need port 5672 opened on firewall for RabbitMQ communication between app server and message broker.,High,Network Team
INC13578,Docker container failing health checks - please help,Docker container for the auth-service failing health check endpoint. Container starts but the health check URL returns 503.,Critical,Infrastructure Team
INC12783,URGENT: New feature deployment failed in staging,Jenkins pipeline for staging deployment failing at the integration test stage. Tests are timing out connecting to mock services.,Critical,Application Team
INC10718,Issue: Port blocked for new application deployment,Internet speed test showing 5 Mbps on a 100 Mbps connection. Only affecting wired connections.,High,Network Team
INC11820,Help needed - MongoDB collection queries extremely slow,Need a read-only database user created for the new reporting dashboard. Should have SELECT access to sales and inventory schemas.,Medium,Database Team
INC12503,Request: Session timeout too short for users,Users are being logged out after 5 minutes of inactivity. Business requirement is 30 minutes. Session configuration needs update.,Medium,Application Team
INC14361,Issue: Suspicious login attempts detected - affecting multiple users,Multiple failed login attempts from IP 185.220.101.xx detected on the admin portal. 500 attempts in last 1 hour. Appears to be brute force attack.,Medium,Security Team
INC14172,Issue: Need firewall rule for new vendor access,New vendor TechPartner Inc needs site-to-site VPN access to our staging environment. Access request form and security review completed.,Medium,Security Team
INC10396,Cannot access internal network remotely,DNS queries for internal domains are returning NXDOMAIN. External DNS works fine. Issue started after the DNS migration.,Medium,Network Team
INC14837,Help needed - Unauthorized access attempt on admin portal,Admin portal logs show successful login from an IP in a foreign country for a user who is on-site. Possible credential compromise.,Medium,Security Team
INC14493,Issue: Need VPN access for contractor,Need VPN client access provisioned for 5 contractors starting next Monday. Duration 6 months. Security clearance verification completed.,Medium,Security Team
INC11366,URGENT: Need new database schema for project X - high priority,Replication lag between primary and secondary MySQL instances has grown to 4 hours. Binary log position shows significant gap.,Medium,Database Team
INC14559,URGENT: Service account locked out repeatedly - please help,Service account SVC_APP_BATCH gets locked out every night at 2 AM. Suspect a scheduled task with old credentials somewhere.,Medium,Security Team
INC10596,Request: Intermittent network drops on LAN,Proxy authentication popup keeps appearing when accessing external websites. Credentials are correct.,Medium,Network Team
INC13953,URGENT: Docker container failing health checks,Docker container for the auth-service failing health check endpoint. Container starts but the health check URL returns 503.,Medium,Infrastructure Team
INC12915,Request: Application logs filling up disk space,Application logs are not being rotated. Log directory has grown to 200 GB. Need to configure logback rolling policy.,Low,Application Team
INC12327,Issue: Search functionality returning wrong results,Search functionality returning results from archived records that should be excluded. Elasticsearch index needs filter update.,Medium,Application Team
INC13767,Request: Server not responding to ping,Server DB-PROD-02 is not responding to ICMP or SSH. Console access shows kernel panic. Last known change was a kernel security patch.,Critical,Infrastructure Team
INC13441,Jenkins build server out of memory,"Jenkins master server running out of heap memory during parallel builds. Currently allocated 4 GB, recommend increasing to 8 GB.",Medium,Infrastructure Team
INC13852,Backup storage SAN showing disk errors - please help,SAN storage array showing predictive disk failure alerts on 3 drives in RAID group for backup volume.,Medium,Infrastructure Team
INC14133,URGENT: Need VPN access for contractor,Need VPN client access provisioned for 5 contractors starting next Monday. Duration 6 months. Security clearance verification completed.,High,Security Team
INC14592,Issue: Need firewall rule for new vendor access,New vendor TechPartner Inc needs site-to-site VPN access to our staging environment. Access request form and security review completed.,High,Security Team
INC12144,Issue: Batch job stuck in running state,Nightly batch job for invoice generation has been in running state for 12 hours. Normally completes in 2 hours. No errors in logs.,Medium,Application Team
INC11572,Slow SQL query on reports module - affecting multiple users,The monthly sales report query is taking over 45 minutes to complete. It was running in 2 minutes last month. No schema changes were made.,Low,Database Team
INC14080,Vulnerability scan report needs review,Quarterly Qualys vulnerability scan completed. 23 critical and 89 high findings need to be reviewed and assigned to respective teams.,High,Security Team
INC11123,URGENT: Database backup job failed last night,Nightly full backup of PROD_DB01 failed with error ORA-19502 write error on backup piece. Disk space on backup mount is sufficient.,Medium,Database Team
INC12787,URGENT: File upload not working for large files - high priority,Users cannot upload files larger than 10 MB. Getting request entity too large error. Need to increase the upload limit to 50 MB.,Low,Application Team
INC12968,URGENT: Session timeout too short for users,Users are being logged out after 5 minutes of inactivity. Business requirement is 30 minutes. Session configuration needs update.,High,Application Team
INC12505,Request: Application not sending email notifications,Email notifications for order confirmations stopped going out since Monday. SMTP connection logs show authentication failure.,Critical,Application Team
INC13466,Help needed - Production server disk space critical,Production web server APP-WEB-01 has only 2 GB free on root partition. Application logs and temp files consuming most space.,Critical,Infrastructure Team
INC10676,Issue: VPN connection dropping frequently - high priority,Getting disconnected from VPN every 10 minutes. Using Cisco AnyConnect client version 4.9. Error message: connection attempt has failed.,Medium,Network Team
INC12809,REST API returning 403 for valid tokens,REST API returning 403 Forbidden for users with valid JWT tokens. Token expiry and claims look correct. Suspect role mapping issue.,Low,Application Team
INC13349,Help needed - SSL certificate expiring in 3 days - high priority,Wildcard SSL certificate for *.company.com expires on Friday. Need to renew and deploy to all 12 web servers and load balancers.,High,Infrastructure Team
INC10729,Request: Network latency to cloud services,Need port 5672 opened on firewall for RabbitMQ communication between app server and message broker.,Medium,Network Team
INC10413,Issue: DNS resolution failure,LAN connectivity drops for 2-3 minutes every hour. Affects all users connected to switch SW-FL3-01.,Low,Network Team
INC13147,Issue: Backup storage SAN showing disk errors,SAN storage array showing predictive disk failure alerts on 3 drives in RAID group for backup volume.,High,Infrastructure Team
INC11517,Issue: Database replication lag is increasing,Stored procedure sp_calculate_commission is returning negative values for some sales reps. Logic seems incorrect after the last update.,High,Database Team
INC10826,VPN connection dropping frequently,Getting disconnected from VPN every 10 minutes. Using Cisco AnyConnect client version 4.9. Error message: connection attempt has failed.,Medium,Network Team
INC13268,Help needed - Need to increase CPU on app server - high priority,Application server needs CPU upgrade from 4 to 8 cores. Performance tests show CPU bottleneck during batch processing.,Medium,Infrastructure Team
INC13975,Linux server kernel panic after update - please help,Linux server crashed with kernel panic after applying the latest kernel update. Need to boot from previous kernel version.,Low,Infrastructure Team
INC10617,Unable to connect to VPN,Cannot establish VPN tunnel from home network. Getting error TLS handshake failure. Tried restarting the client multiple times.,Low,Network Team
INC10115,VPN timeout during file transfer,Load balancer health checks are passing but traffic is only going to one backend server instead of round-robin.,Critical,Network Team
INC10418,Help needed - Port blocked for new application deployment - affecting multiple users,Internet speed test showing 5 Mbps on a 100 Mbps connection. Only affecting wired connections.,High,Network Team
